model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"LSTM-1HL-Lstm1HL-run_0-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",41.0256,0.041,0.62805533,41.6612,0.1207,0.0045,0.0264,0.0559,0.0059,0.0768,inf,77.7573,0.1207,0.8575,0.0264,5.9445,66.8166,8.1741,inf,77.7573
"LSTM-1HL-Lstm1HL-run_1-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",40.0891,0.0401,0.6466589,40.7424,0.1284,0.0041,0.0918,0.0508,0.0055,0.0742,inf,73.7037,0.1284,0.7613,0.0918,5.4014,62.3316,7.895,inf,73.7037
"LSTM-1HL-Lstm1HL-run_2-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",40.1835,0.0402,0.6866827,40.8765,0.1332,0.0044,0.0533,0.0545,0.0057,0.0757,inf,76.8921,0.1332,0.8418,0.0533,5.802,64.972,8.0605,inf,76.8921
"LSTM-1HL-Lstm1HL-run_3-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",37.2169,0.0372,0.28493667,37.5336,0.1313,0.0045,0.0183,0.057,0.0059,0.0771,inf,78.821,0.1313,0.8901,0.0183,6.0705,67.3704,8.2079,inf,78.821
"LSTM-1HL-Lstm1HL-run_4-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",22.4469,0.0224,0.25518417,22.7082,0.1314,0.0041,0.0934,0.0508,0.0055,0.0741,inf,73.8005,0.1314,0.7643,0.0934,5.4079,62.2171,7.8878,inf,73.8005
"LSTM-1HL-Lstm1HL-run_5-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",21.9493,0.0219,0.25897741,22.215,0.1209,0.0042,0.0708,0.0522,0.0056,0.075,inf,74.8209,0.1209,0.7857,0.0708,5.5562,63.7693,7.9856,inf,74.8209
"LSTM-1HL-Lstm1HL-run_6-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",22.3905,0.0224,0.25100517,22.6475,0.1326,0.0042,0.0866,0.0516,0.0055,0.0744,inf,74.5408,0.1326,0.7824,0.0866,5.4937,62.6856,7.9174,inf,74.5408
"LSTM-1HL-Lstm1HL-run_7-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",21.3585,0.0214,0.23458743,21.5993,0.1284,0.0042,0.0784,0.0521,0.0056,0.0747,inf,74.8188,0.1284,0.7877,0.0784,5.5407,63.2473,7.9528,inf,74.8188
"LSTM-1HL-Lstm1HL-run_8-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",21.7269,0.0217,0.23164749,21.9653,0.1273,0.0045,0.0167,0.057,0.006,0.0772,inf,78.7639,0.1273,0.8887,0.0167,6.0658,67.4857,8.215,inf,78.7639
"LSTM-1HL-Lstm1HL-run_9-hs_(20, True)-ep_1000-bs_64-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",25.0677,0.0251,0.33673191,25.4109,0.1251,0.0046,0.0003,0.058,0.0061,0.0778,inf,79.5147,0.1251,0.9063,0.0003,6.1765,68.6106,8.2832,inf,79.5147
,,,,,,,,,,,,,,,,,,,,
,ev,,,mae,,,rmse,,,,,,ev,,,mae,,rmse,,
mean,std,cv,mean,std,cv,mean,std,cv,,,,mean,0.12793,0.82658,0.0536,5.74592,64.95062,8.05793,#DIV/0!,76.34337
0.128,0.005,0.035,5.746,0.3,0.052,8.058,0.15,0.019,,,,std,0.004515664,0.056481694,0.03532654,0.300060904,2.42483188,0.150160529,#DIV/0!,2.252918731
,,,,,,,,,,,,cv,0.035297929,0.068331794,0.659077243,0.05222156,0.037333468,0.018635125,#DIV/0!,0.029510339
